zip_code_tabulation_area,City,State,County,DMA
18925,Furlong,PA,Bucks,"PHILADELPHIA, PENNSYLVANIA"
18926,Gardenville,PA,Bucks,"PHILADELPHIA, PENNSYLVANIA"
18927,Hilltown,PA,Bucks,"PHILADELPHIA, PENNSYLVANIA"
18928,Holicong,PA,Bucks,"PHILADELPHIA, PENNSYLVANIA"
18929,Jamison,PA,Bucks,"PHILADELPHIA, PENNSYLVANIA"
18930,Kintnersville,PA,Bucks,"PHILADELPHIA, PENNSYLVANIA"
18931,Lahaska,PA,Bucks,"PHILADELPHIA, PENNSYLVANIA"
18932,Line Lexington,PA,Bucks,"PHILADELPHIA, PENNSYLVANIA"
18933,Lumberville,PA,Bucks,"PHILADELPHIA, PENNSYLVANIA"
18934,Mechanicsville,PA,Bucks,"PHILADELPHIA, PENNSYLVANIA"
18935,Milford Square,PA,Bucks,"PHILADELPHIA, PENNSYLVANIA"
18936,Montgomeryville,PA,Montgomery,"PHILADELPHIA, PENNSYLVANIA"
18938,New Hope,PA,Bucks,"PHILADELPHIA, PENNSYLVANIA"
18940,Newtown,PA,Bucks,"PHILADELPHIA, PENNSYLVANIA"
18942,Ottsville,PA,Bucks,"PHILADELPHIA, PENNSYLVANIA"
18943,Penns Park,PA,Bucks,"PHILADELPHIA, PENNSYLVANIA"
18944,Perkasie,PA,Bucks,"PHILADELPHIA, PENNSYLVANIA"
18946,Pineville,PA,Bucks,"PHILADELPHIA, PENNSYLVANIA"
18947,Pipersville,PA,Bucks,"PHILADELPHIA, PENNSYLVANIA"
18949,Plumsteadville,PA,Bucks,"PHILADELPHIA, PENNSYLVANIA"
18950,Point Pleasant,PA,Bucks,"PHILADELPHIA, PENNSYLVANIA"
18951,Quakertown,PA,Bucks,"PHILADELPHIA, PENNSYLVANIA"
18953,Revere,PA,Bucks,"PHILADELPHIA, PENNSYLVANIA"
18954,Richboro,PA,Bucks,"PHILADELPHIA, PENNSYLVANIA"
18955,Richlandtown,PA,Bucks,"PHILADELPHIA, PENNSYLVANIA"
18956,Rushland,PA,Bucks,"PHILADELPHIA, PENNSYLVANIA"
18957,Salford,PA,Montgomery,"PHILADELPHIA, PENNSYLVANIA"
18958,Salfordville,PA,Montgomery,"PHILADELPHIA, PENNSYLVANIA"
18960,Sellersville,PA,Bucks,"PHILADELPHIA, PENNSYLVANIA"
18962,Silverdale,PA,Bucks,"PHILADELPHIA, PENNSYLVANIA"
18963,Solebury,PA,Bucks,"PHILADELPHIA, PENNSYLVANIA"
18964,Souderton,PA,Montgomery,"PHILADELPHIA, PENNSYLVANIA"
18966,Southampton,PA,Bucks,"PHILADELPHIA, PENNSYLVANIA"
18968,Spinnerstown,PA,Bucks,"PHILADELPHIA, PENNSYLVANIA"
18969,Telford,PA,Montgomery,"PHILADELPHIA, PENNSYLVANIA"
18970,Trumbauersville,PA,Bucks,"PHILADELPHIA, PENNSYLVANIA"
18971,Tylersport,PA,Montgomery,"PHILADELPHIA, PENNSYLVANIA"
18972,Upper Black Eddy,PA,Bucks,"PHILADELPHIA, PENNSYLVANIA"
18974,Warminster,PA,Bucks,"PHILADELPHIA, PENNSYLVANIA"
18976,Warrington,PA,Bucks,"PHILADELPHIA, PENNSYLVANIA"
18977,Washington Crossing,PA,Bucks,"PHILADELPHIA, PENNSYLVANIA"
18979,Woxall,PA,Montgomery,"PHILADELPHIA, PENNSYLVANIA"
18980,Wycombe,PA,Bucks,"PHILADELPHIA, PENNSYLVANIA"
18981,Zionhill,PA,Bucks,"PHILADELPHIA, PENNSYLVANIA"
18991,Warminster,PA,Bucks,"PHILADELPHIA, PENNSYLVANIA"
19001,Abington,PA,Montgomery,"PHILADELPHIA, PENNSYLVANIA"
19002,Ambler,PA,Montgomery,"PHILADELPHIA, PENNSYLVANIA"
19003,Ardmore,PA,Delaware,"PHILADELPHIA, PENNSYLVANIA"
19004,Bala Cynwyd,PA,Montgomery,"PHILADELPHIA, PENNSYLVANIA"
19006,Huntingdon Valley,PA,Montgomery,"PHILADELPHIA, PENNSYLVANIA"
19007,Bristol,PA,Bucks,"PHILADELPHIA, PENNSYLVANIA"
19008,Broomall,PA,Delaware,"PHILADELPHIA, PENNSYLVANIA"
19009,Bryn Athyn,PA,Montgomery,"PHILADELPHIA, PENNSYLVANIA"
19010,Bryn Mawr,PA,Delaware,"PHILADELPHIA, PENNSYLVANIA"
19012,Cheltenham,PA,Montgomery,"PHILADELPHIA, PENNSYLVANIA"
19013,Chester,PA,Delaware,"PHILADELPHIA, PENNSYLVANIA"
19014,Aston,PA,Delaware,"PHILADELPHIA, PENNSYLVANIA"
19015,Brookhaven,PA,Delaware,"PHILADELPHIA, PENNSYLVANIA"
19016,Chester,PA,Delaware,"PHILADELPHIA, PENNSYLVANIA"
19017,Chester Heights,PA,Delaware,"PHILADELPHIA, PENNSYLVANIA"
19018,Clifton Heights,PA,Delaware,"PHILADELPHIA, PENNSYLVANIA"
19019,Philadelphia,PA,Philadelphia,"PHILADELPHIA, PENNSYLVANIA"
19020,Bensalem,PA,Bucks,"PHILADELPHIA, PENNSYLVANIA"
19021,Croydon,PA,Bucks,"PHILADELPHIA, PENNSYLVANIA"
19022,Crum Lynne,PA,Delaware,"PHILADELPHIA, PENNSYLVANIA"
19023,Darby,PA,Delaware,"PHILADELPHIA, PENNSYLVANIA"
19025,Dresher,PA,Montgomery,"PHILADELPHIA, PENNSYLVANIA"
19026,Drexel Hill,PA,Delaware,"PHILADELPHIA, PENNSYLVANIA"
19027,Elkins Park,PA,Montgomery,"PHILADELPHIA, PENNSYLVANIA"
19028,Edgemont,PA,Delaware,"PHILADELPHIA, PENNSYLVANIA"
19029,Essington,PA,Delaware,"PHILADELPHIA, PENNSYLVANIA"
19030,Fairless Hills,PA,Bucks,"PHILADELPHIA, PENNSYLVANIA"
19031,Flourtown,PA,Montgomery,"PHILADELPHIA, PENNSYLVANIA"
19032,Folcroft,PA,Delaware,"PHILADELPHIA, PENNSYLVANIA"
19033,Folsom,PA,Delaware,"PHILADELPHIA, PENNSYLVANIA"
19034,Fort Washington,PA,Montgomery,"PHILADELPHIA, PENNSYLVANIA"
19035,Gladwyne,PA,Montgomery,"PHILADELPHIA, PENNSYLVANIA"
19036,Glenolden,PA,Delaware,"PHILADELPHIA, PENNSYLVANIA"
19037,Glen Riddle Lima,PA,Delaware,"PHILADELPHIA, PENNSYLVANIA"
19038,Glenside,PA,Montgomery,"PHILADELPHIA, PENNSYLVANIA"
19039,Gradyville,PA,Delaware,"PHILADELPHIA, PENNSYLVANIA"
19040,Hatboro,PA,Montgomery,"PHILADELPHIA, PENNSYLVANIA"
19041,Haverford,PA,Delaware,"PHILADELPHIA, PENNSYLVANIA"
19043,Holmes,PA,Delaware,"PHILADELPHIA, PENNSYLVANIA"
19044,Horsham,PA,Montgomery,"PHILADELPHIA, PENNSYLVANIA"
19046,Jenkintown,PA,Montgomery,"PHILADELPHIA, PENNSYLVANIA"
19047,Langhorne,PA,Bucks,"PHILADELPHIA, PENNSYLVANIA"
19048,Fort Washington,PA,Bucks,"PHILADELPHIA, PENNSYLVANIA"
19049,Fort Washington,PA,Bucks,"PHILADELPHIA, PENNSYLVANIA"
19050,Lansdowne,PA,Delaware,"PHILADELPHIA, PENNSYLVANIA"
19052,Lenni,PA,Delaware,"PHILADELPHIA, PENNSYLVANIA"
19053,Feasterville Trevose,PA,Bucks,"PHILADELPHIA, PENNSYLVANIA"
19054,Levittown,PA,Bucks,"PHILADELPHIA, PENNSYLVANIA"
19055,Levittown,PA,Bucks,"PHILADELPHIA, PENNSYLVANIA"
19056,Levittown,PA,Bucks,"PHILADELPHIA, PENNSYLVANIA"
19057,Levittown,PA,Bucks,"PHILADELPHIA, PENNSYLVANIA"
19058,Levittown,PA,Bucks,"PHILADELPHIA, PENNSYLVANIA"
19059,Levittown,PA,Bucks,"PHILADELPHIA, PENNSYLVANIA"
19060,Media,PA,Delaware,"PHILADELPHIA, PENNSYLVANIA"
19061,Marcus Hook,PA,Delaware,"PHILADELPHIA, PENNSYLVANIA"
19063,Media,PA,Delaware,"PHILADELPHIA, PENNSYLVANIA"
19064,Springfield,PA,Delaware,"PHILADELPHIA, PENNSYLVANIA"
19065,Media,PA,Delaware,"PHILADELPHIA, PENNSYLVANIA"
19066,Merion Station,PA,Montgomery,"PHILADELPHIA, PENNSYLVANIA"
19067,Morrisville,PA,Bucks,"PHILADELPHIA, PENNSYLVANIA"
19070,Morton,PA,Delaware,"PHILADELPHIA, PENNSYLVANIA"
19072,Narberth,PA,Montgomery,"PHILADELPHIA, PENNSYLVANIA"
19073,Newtown Square,PA,Delaware,"PHILADELPHIA, PENNSYLVANIA"
19074,Norwood,PA,Delaware,"PHILADELPHIA, PENNSYLVANIA"
19075,Oreland,PA,Montgomery,"PHILADELPHIA, PENNSYLVANIA"
19076,Prospect Park,PA,Delaware,"PHILADELPHIA, PENNSYLVANIA"
19078,Ridley Park,PA,Delaware,"PHILADELPHIA, PENNSYLVANIA"
19079,Sharon Hill,PA,Delaware,"PHILADELPHIA, PENNSYLVANIA"
19080,Wayne,PA,Delaware,"PHILADELPHIA, PENNSYLVANIA"
19081,Swarthmore,PA,Delaware,"PHILADELPHIA, PENNSYLVANIA"
19082,Upper Darby,PA,Delaware,"PHILADELPHIA, PENNSYLVANIA"
19083,Havertown,PA,Delaware,"PHILADELPHIA, PENNSYLVANIA"
19085,Villanova,PA,Delaware,"PHILADELPHIA, PENNSYLVANIA"
19086,Wallingford,PA,Delaware,"PHILADELPHIA, PENNSYLVANIA"
19087,Wayne,PA,Delaware,"PHILADELPHIA, PENNSYLVANIA"
19088,Wayne,PA,Delaware,"PHILADELPHIA, PENNSYLVANIA"
19089,Wayne,PA,Delaware,"PHILADELPHIA, PENNSYLVANIA"
19090,Willow Grove,PA,Montgomery,"PHILADELPHIA, PENNSYLVANIA"
19091,Media,PA,Delaware,"PHILADELPHIA, PENNSYLVANIA"
19092,Philadelphia,PA,Philadelphia,"PHILADELPHIA, PENNSYLVANIA"
19093,Philadelphia,PA,Philadelphia,"PHILADELPHIA, PENNSYLVANIA"
19094,Woodlyn,PA,Delaware,"PHILADELPHIA, PENNSYLVANIA"
19095,Wyncote,PA,Montgomery,"PHILADELPHIA, PENNSYLVANIA"
19096,Wynnewood,PA,Montgomery,"PHILADELPHIA, PENNSYLVANIA"
19098,Holmes,PA,Delaware,"PHILADELPHIA, PENNSYLVANIA"
19099,Philadelphia,PA,Philadelphia,"PHILADELPHIA, PENNSYLVANIA"
19101,Philadelphia,PA,Philadelphia,"PHILADELPHIA, PENNSYLVANIA"
19102,Philadelphia,PA,Philadelphia,"PHILADELPHIA, PENNSYLVANIA"
19103,Philadelphia,PA,Philadelphia,"PHILADELPHIA, PENNSYLVANIA"
19104,Philadelphia,PA,Philadelphia,"PHILADELPHIA, PENNSYLVANIA"
19105,Philadelphia,PA,Philadelphia,"PHILADELPHIA, PENNSYLVANIA"
19106,Philadelphia,PA,Philadelphia,"PHILADELPHIA, PENNSYLVANIA"
19107,Philadelphia,PA,Philadelphia,"PHILADELPHIA, PENNSYLVANIA"
19108,Philadelphia,PA,Philadelphia,"PHILADELPHIA, PENNSYLVANIA"
19109,Philadelphia,PA,Philadelphia,"PHILADELPHIA, PENNSYLVANIA"
19110,Philadelphia,PA,Philadelphia,"PHILADELPHIA, PENNSYLVANIA"
19111,Philadelphia,PA,Philadelphia,"PHILADELPHIA, PENNSYLVANIA"
19112,Philadelphia,PA,Philadelphia,"PHILADELPHIA, PENNSYLVANIA"
19113,Philadelphia,PA,Delaware,"PHILADELPHIA, PENNSYLVANIA"
19114,Philadelphia,PA,Philadelphia,"PHILADELPHIA, PENNSYLVANIA"
19115,Philadelphia,PA,Philadelphia,"PHILADELPHIA, PENNSYLVANIA"
19116,Philadelphia,PA,Philadelphia,"PHILADELPHIA, PENNSYLVANIA"
19118,Philadelphia,PA,Philadelphia,"PHILADELPHIA, PENNSYLVANIA"
19119,Philadelphia,PA,Philadelphia,"PHILADELPHIA, PENNSYLVANIA"
19120,Philadelphia,PA,Philadelphia,"PHILADELPHIA, PENNSYLVANIA"
19121,Philadelphia,PA,Philadelphia,"PHILADELPHIA, PENNSYLVANIA"
19122,Philadelphia,PA,Philadelphia,"PHILADELPHIA, PENNSYLVANIA"
19123,Philadelphia,PA,Philadelphia,"PHILADELPHIA, PENNSYLVANIA"
19124,Philadelphia,PA,Philadelphia,"PHILADELPHIA, PENNSYLVANIA"
19125,Philadelphia,PA,Philadelphia,"PHILADELPHIA, PENNSYLVANIA"
19126,Philadelphia,PA,Philadelphia,"PHILADELPHIA, PENNSYLVANIA"
19127,Philadelphia,PA,Philadelphia,"PHILADELPHIA, PENNSYLVANIA"
19128,Philadelphia,PA,Philadelphia,"PHILADELPHIA, PENNSYLVANIA"
19129,Philadelphia,PA,Philadelphia,"PHILADELPHIA, PENNSYLVANIA"
19130,Philadelphia,PA,Philadelphia,"PHILADELPHIA, PENNSYLVANIA"
19131,Philadelphia,PA,Philadelphia,"PHILADELPHIA, PENNSYLVANIA"
19132,Philadelphia,PA,Philadelphia,"PHILADELPHIA, PENNSYLVANIA"
19133,Philadelphia,PA,Philadelphia,"PHILADELPHIA, PENNSYLVANIA"
19134,Philadelphia,PA,Philadelphia,"PHILADELPHIA, PENNSYLVANIA"
19135,Philadelphia,PA,Philadelphia,"PHILADELPHIA, PENNSYLVANIA"
19136,Philadelphia,PA,Philadelphia,"PHILADELPHIA, PENNSYLVANIA"
19137,Philadelphia,PA,Philadelphia,"PHILADELPHIA, PENNSYLVANIA"
19138,Philadelphia,PA,Philadelphia,"PHILADELPHIA, PENNSYLVANIA"
19139,Philadelphia,PA,Philadelphia,"PHILADELPHIA, PENNSYLVANIA"
19140,Philadelphia,PA,Philadelphia,"PHILADELPHIA, PENNSYLVANIA"
19141,Philadelphia,PA,Philadelphia,"PHILADELPHIA, PENNSYLVANIA"
19142,Philadelphia,PA,Philadelphia,"PHILADELPHIA, PENNSYLVANIA"
19143,Philadelphia,PA,Philadelphia,"PHILADELPHIA, PENNSYLVANIA"
19144,Philadelphia,PA,Philadelphia,"PHILADELPHIA, PENNSYLVANIA"
19145,Philadelphia,PA,Philadelphia,"PHILADELPHIA, PENNSYLVANIA"
19146,Philadelphia,PA,Philadelphia,"PHILADELPHIA, PENNSYLVANIA"
19147,Philadelphia,PA,Philadelphia,"PHILADELPHIA, PENNSYLVANIA"
19148,Philadelphia,PA,Philadelphia,"PHILADELPHIA, PENNSYLVANIA"
19149,Philadelphia,PA,Philadelphia,"PHILADELPHIA, PENNSYLVANIA"
19150,Philadelphia,PA,Philadelphia,"PHILADELPHIA, PENNSYLVANIA"
19151,Philadelphia,PA,Philadelphia,"PHILADELPHIA, PENNSYLVANIA"
19152,Philadelphia,PA,Philadelphia,"PHILADELPHIA, PENNSYLVANIA"
19153,Philadelphia,PA,Philadelphia,"PHILADELPHIA, PENNSYLVANIA"
19154,Philadelphia,PA,Philadelphia,"PHILADELPHIA, PENNSYLVANIA"
19155,Philadelphia,PA,Philadelphia,"PHILADELPHIA, PENNSYLVANIA"
19160,Philadelphia,PA,Philadelphia,"PHILADELPHIA, PENNSYLVANIA"
19161,Philadelphia,PA,Philadelphia,"PHILADELPHIA, PENNSYLVANIA"
19162,Philadelphia,PA,Philadelphia,"PHILADELPHIA, PENNSYLVANIA"
19170,Philadelphia,PA,Philadelphia,"PHILADELPHIA, PENNSYLVANIA"
19171,Philadelphia,PA,Philadelphia,"PHILADELPHIA, PENNSYLVANIA"
19172,Philadelphia,PA,Philadelphia,"PHILADELPHIA, PENNSYLVANIA"
19173,Philadelphia,PA,Philadelphia,"PHILADELPHIA, PENNSYLVANIA"
19175,Philadelphia,PA,Philadelphia,"PHILADELPHIA, PENNSYLVANIA"
19177,Philadelphia,PA,Philadelphia,"PHILADELPHIA, PENNSYLVANIA"
19178,Philadelphia,PA,Philadelphia,"PHILADELPHIA, PENNSYLVANIA"
19179,Philadelphia,PA,Philadelphia,"PHILADELPHIA, PENNSYLVANIA"
19181,Philadelphia,PA,Philadelphia,"PHILADELPHIA, PENNSYLVANIA"
19182,Philadelphia,PA,Philadelphia,"PHILADELPHIA, PENNSYLVANIA"
19183,Philadelphia,PA,Philadelphia,"PHILADELPHIA, PENNSYLVANIA"
19184,Philadelphia,PA,Philadelphia,"PHILADELPHIA, PENNSYLVANIA"
19185,Philadelphia,PA,Philadelphia,"PHILADELPHIA, PENNSYLVANIA"
19187,Philadelphia,PA,Philadelphia,"PHILADELPHIA, PENNSYLVANIA"
19188,Philadelphia,PA,Philadelphia,"PHILADELPHIA, PENNSYLVANIA"
19191,Philadelphia,PA,Philadelphia,"PHILADELPHIA, PENNSYLVANIA"
19192,Philadelphia,PA,Philadelphia,"PHILADELPHIA, PENNSYLVANIA"
19193,Philadelphia,PA,Philadelphia,"PHILADELPHIA, PENNSYLVANIA"
19194,Philadelphia,PA,Philadelphia,"PHILADELPHIA, PENNSYLVANIA"
19196,Philadelphia,PA,Philadelphia,"PHILADELPHIA, PENNSYLVANIA"
19197,Philadelphia,PA,Philadelphia,"PHILADELPHIA, PENNSYLVANIA"
19244,Philadelphia,PA,Philadelphia,"PHILADELPHIA, PENNSYLVANIA"
19255,Philadelphia,PA,Philadelphia,"PHILADELPHIA, PENNSYLVANIA"
19301,Paoli,PA,Chester,"PHILADELPHIA, PENNSYLVANIA"
19310,Atglen,PA,Chester,"PHILADELPHIA, PENNSYLVANIA"
19311,Avondale,PA,Chester,"PHILADELPHIA, PENNSYLVANIA"
19312,Berwyn,PA,Chester,"PHILADELPHIA, PENNSYLVANIA"
19316,Brandamore,PA,Chester,"PHILADELPHIA, PENNSYLVANIA"
19317,Chadds Ford,PA,Delaware,"PHILADELPHIA, PENNSYLVANIA"
19318,Chatham,PA,Chester,"PHILADELPHIA, PENNSYLVANIA"
19319,Cheyney,PA,Delaware,"PHILADELPHIA, PENNSYLVANIA"
19320,Coatesville,PA,Chester,"PHILADELPHIA, PENNSYLVANIA"
19330,Cochranville,PA,Chester,"PHILADELPHIA, PENNSYLVANIA"
19331,Concordville,PA,Delaware,"PHILADELPHIA, PENNSYLVANIA"
19333,Devon,PA,Chester,"PHILADELPHIA, PENNSYLVANIA"
19335,Downingtown,PA,Chester,"PHILADELPHIA, PENNSYLVANIA"
19339,Concordville,PA,Delaware,"PHILADELPHIA, PENNSYLVANIA"
19340,Concordville,PA,Delaware,"PHILADELPHIA, PENNSYLVANIA"
19341,Exton,PA,Chester,"PHILADELPHIA, PENNSYLVANIA"
19342,Glen Mills,PA,Delaware,"PHILADELPHIA, PENNSYLVANIA"
19343,Glenmoore,PA,Chester,"PHILADELPHIA, PENNSYLVANIA"
19344,Honey Brook,PA,Chester,"PHILADELPHIA, PENNSYLVANIA"
19345,Immaculata,PA,Chester,"PHILADELPHIA, PENNSYLVANIA"
19346,Kelton,PA,Chester,"PHILADELPHIA, PENNSYLVANIA"
19347,Kemblesville,PA,Chester,"PHILADELPHIA, PENNSYLVANIA"
19348,Kennett Square,PA,Chester,"PHILADELPHIA, PENNSYLVANIA"
19350,Landenberg,PA,Chester,"PHILADELPHIA, PENNSYLVANIA"
19351,Lewisville,PA,Chester,"PHILADELPHIA, PENNSYLVANIA"
19352,Lincoln University,PA,Chester,"PHILADELPHIA, PENNSYLVANIA"
19353,Lionville,PA,Chester,"PHILADELPHIA, PENNSYLVANIA"
19354,Lyndell,PA,Chester,"PHILADELPHIA, PENNSYLVANIA"
19355,Malvern,PA,Chester,"PHILADELPHIA, PENNSYLVANIA"
19357,Mendenhall,PA,Chester,"PHILADELPHIA, PENNSYLVANIA"
19358,Modena,PA,Chester,"PHILADELPHIA, PENNSYLVANIA"
19360,New London,PA,Chester,"PHILADELPHIA, PENNSYLVANIA"
19362,Nottingham,PA,Chester,"PHILADELPHIA, PENNSYLVANIA"
19363,Oxford,PA,Chester,"PHILADELPHIA, PENNSYLVANIA"
19365,Parkesburg,PA,Chester,"PHILADELPHIA, PENNSYLVANIA"
19366,Pocopson,PA,Chester,"PHILADELPHIA, PENNSYLVANIA"
19367,Pomeroy,PA,Chester,"PHILADELPHIA, PENNSYLVANIA"
19369,Sadsburyville,PA,Chester,"PHILADELPHIA, PENNSYLVANIA"
19370,Steelville,PA,Chester,"PHILADELPHIA, PENNSYLVANIA"
19371,Suplee,PA,Chester,"PHILADELPHIA, PENNSYLVANIA"
19372,Thorndale,PA,Chester,"PHILADELPHIA, PENNSYLVANIA"
19373,Thornton,PA,Delaware,"PHILADELPHIA, PENNSYLVANIA"
19374,Toughkenamon,PA,Chester,"PHILADELPHIA, PENNSYLVANIA"
19375,Unionville,PA,Chester,"PHILADELPHIA, PENNSYLVANIA"
19376,Wagontown,PA,Chester,"PHILADELPHIA, PENNSYLVANIA"
19380,West Chester,PA,Chester,"PHILADELPHIA, PENNSYLVANIA"
19381,West Chester,PA,Chester,"PHILADELPHIA, PENNSYLVANIA"
19382,West Chester,PA,Chester,"PHILADELPHIA, PENNSYLVANIA"
19383,West Chester,PA,Chester,"PHILADELPHIA, PENNSYLVANIA"
19390,West Grove,PA,Chester,"PHILADELPHIA, PENNSYLVANIA"
19395,Westtown,PA,Chester,"PHILADELPHIA, PENNSYLVANIA"
19397,Southeastern,PA,Chester,"PHILADELPHIA, PENNSYLVANIA"
19398,Southeastern,PA,Chester,"PHILADELPHIA, PENNSYLVANIA"
19399,Southeastern,PA,Chester,"PHILADELPHIA, PENNSYLVANIA"
19401,Norristown,PA,Montgomery,"PHILADELPHIA, PENNSYLVANIA"
19403,Norristown,PA,Montgomery,"PHILADELPHIA, PENNSYLVANIA"
19404,Norristown,PA,Montgomery,"PHILADELPHIA, PENNSYLVANIA"
19405,Bridgeport,PA,Montgomery,"PHILADELPHIA, PENNSYLVANIA"
19406,King Of Prussia,PA,Montgomery,"PHILADELPHIA, PENNSYLVANIA"
19407,Audubon,PA,Montgomery,"PHILADELPHIA, PENNSYLVANIA"
19408,Eagleville,PA,Montgomery,"PHILADELPHIA, PENNSYLVANIA"
19409,Fairview Village,PA,Montgomery,"PHILADELPHIA, PENNSYLVANIA"
19415,Eagleville,PA,Montgomery,"PHILADELPHIA, PENNSYLVANIA"
19420,Arcola,PA,Montgomery,"PHILADELPHIA, PENNSYLVANIA"
19421,Birchrunville,PA,Chester,"PHILADELPHIA, PENNSYLVANIA"
19422,Blue Bell,PA,Montgomery,"PHILADELPHIA, PENNSYLVANIA"
19423,Cedars,PA,Montgomery,"PHILADELPHIA, PENNSYLVANIA"
19424,Blue Bell,PA,Montgomery,"PHILADELPHIA, PENNSYLVANIA"
19425,Chester Springs,PA,Chester,"PHILADELPHIA, PENNSYLVANIA"
19426,Collegeville,PA,Montgomery,"PHILADELPHIA, PENNSYLVANIA"
19428,Conshohocken,PA,Montgomery,"PHILADELPHIA, PENNSYLVANIA"
19429,Conshohocken,PA,Montgomery,"PHILADELPHIA, PENNSYLVANIA"
19430,Creamery,PA,Montgomery,"PHILADELPHIA, PENNSYLVANIA"
19432,Devault,PA,Chester,"PHILADELPHIA, PENNSYLVANIA"
19435,Frederick,PA,Montgomery,"PHILADELPHIA, PENNSYLVANIA"
19436,Gwynedd,PA,Montgomery,"PHILADELPHIA, PENNSYLVANIA"
19437,Gwynedd Valley,PA,Montgomery,"PHILADELPHIA, PENNSYLVANIA"
19438,Harleysville,PA,Montgomery,"PHILADELPHIA, PENNSYLVANIA"
19440,Hatfield,PA,Montgomery,"PHILADELPHIA, PENNSYLVANIA"
19441,Harleysville,PA,Montgomery,"PHILADELPHIA, PENNSYLVANIA"
19442,Kimberton,PA,Chester,"PHILADELPHIA, PENNSYLVANIA"
19443,Kulpsville,PA,Montgomery,"PHILADELPHIA, PENNSYLVANIA"
19444,Lafayette Hill,PA,Montgomery,"PHILADELPHIA, PENNSYLVANIA"
19446,Lansdale,PA,Montgomery,"PHILADELPHIA, PENNSYLVANIA"
19450,Lederach,PA,Montgomery,"PHILADELPHIA, PENNSYLVANIA"
19451,Mainland,PA,Montgomery,"PHILADELPHIA, PENNSYLVANIA"
19452,Miquon,PA,Montgomery,"PHILADELPHIA, PENNSYLVANIA"
19453,Mont Clare,PA,Montgomery,"PHILADELPHIA, PENNSYLVANIA"
19454,North Wales,PA,Montgomery,"PHILADELPHIA, PENNSYLVANIA"
19455,North Wales,PA,Montgomery,"PHILADELPHIA, PENNSYLVANIA"
19456,Oaks,PA,Montgomery,"PHILADELPHIA, PENNSYLVANIA"
19457,Parker Ford,PA,Chester,"PHILADELPHIA, PENNSYLVANIA"
19460,Phoenixville,PA,Chester,"PHILADELPHIA, PENNSYLVANIA"
19462,Plymouth Meeting,PA,Montgomery,"PHILADELPHIA, PENNSYLVANIA"
19464,Pottstown,PA,Montgomery,"PHILADELPHIA, PENNSYLVANIA"
19465,Pottstown,PA,Chester,"PHILADELPHIA, PENNSYLVANIA"
19468,Royersford,PA,Montgomery,"PHILADELPHIA, PENNSYLVANIA"
19470,Saint Peters,PA,Chester,"PHILADELPHIA, PENNSYLVANIA"
19472,Sassamansville,PA,Montgomery,"PHILADELPHIA, PENNSYLVANIA"
19473,Schwenksville,PA,Montgomery,"PHILADELPHIA, PENNSYLVANIA"
19474,Skippack,PA,Montgomery,"PHILADELPHIA, PENNSYLVANIA"
19475,Spring City,PA,Chester,"PHILADELPHIA, PENNSYLVANIA"
19477,Spring House,PA,Montgomery,"PHILADELPHIA, PENNSYLVANIA"
19478,Spring Mount,PA,Montgomery,"PHILADELPHIA, PENNSYLVANIA"
19480,Uwchland,PA,Chester,"PHILADELPHIA, PENNSYLVANIA"
19481,Valley Forge,PA,Chester,"PHILADELPHIA, PENNSYLVANIA"
19482,Valley Forge,PA,Chester,"PHILADELPHIA, PENNSYLVANIA"
19483,Valley Forge,PA,Montgomery,"PHILADELPHIA, PENNSYLVANIA"
19484,Valley Forge,PA,Montgomery,"PHILADELPHIA, PENNSYLVANIA"
19485,Valley Forge,PA,Montgomery,"PHILADELPHIA, PENNSYLVANIA"
19486,West Point,PA,Montgomery,"PHILADELPHIA, PENNSYLVANIA"
19487,King Of Prussia,PA,Chester,"PHILADELPHIA, PENNSYLVANIA"
19488,Norristown,PA,Chester,"PHILADELPHIA, PENNSYLVANIA"
19489,Norristown,PA,Chester,"PHILADELPHIA, PENNSYLVANIA"
19490,Worcester,PA,Montgomery,"PHILADELPHIA, PENNSYLVANIA"
19492,Zieglerville,PA,Montgomery,"PHILADELPHIA, PENNSYLVANIA"
19493,Valley Forge,PA,Chester,"PHILADELPHIA, PENNSYLVANIA"
19494,Valley Forge,PA,Chester,"PHILADELPHIA, PENNSYLVANIA"
19495,Valley Forge,PA,Chester,"PHILADELPHIA, PENNSYLVANIA"
19496,Valley Forge,PA,Chester,"PHILADELPHIA, PENNSYLVANIA"
19501,Adamstown,PA,Lancaster,"HARRISBRUG LANCASTER LEBANON YORK, PENNSYLVANIA"
19503,Bally,PA,Berks,"PHILADELPHIA, PENNSYLVANIA"
19504,Barto,PA,Berks,"PHILADELPHIA, PENNSYLVANIA"
19505,Bechtelsville,PA,Berks,"PHILADELPHIA, PENNSYLVANIA"
19506,Bernville,PA,Berks,"PHILADELPHIA, PENNSYLVANIA"
19507,Bethel,PA,Berks,"PHILADELPHIA, PENNSYLVANIA"
19508,Birdsboro,PA,Berks,"PHILADELPHIA, PENNSYLVANIA"
19510,Blandon,PA,Berks,"PHILADELPHIA, PENNSYLVANIA"
19511,Bowers,PA,Berks,"PHILADELPHIA, PENNSYLVANIA"
19512,Boyertown,PA,Berks,"PHILADELPHIA, PENNSYLVANIA"
19516,Centerport,PA,Berks,"PHILADELPHIA, PENNSYLVANIA"
19518,Douglassville,PA,Berks,"PHILADELPHIA, PENNSYLVANIA"
